ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
310,10000,1,3,1,63,-1,2,1,-1,-1,0,45103.0,39725.0,2600.0,25351.0,40037.0,26300.0,1000.0,3911.0,1714.0,6701.0,5502.0,6334.0,1
311,120000,2,2,1,24,-1,0,-1,0,0,0,35224.0,17077.0,37383.0,12591.0,59110.0,50557.0,596.0,7129.0,1654.0,6513.0,6020.0,6420.0,0
312,120000,1,1,3,22,0,3,1,-1,-1,0,52548.0,52740.0,49246.0,5821.0,44803.0,4889.0,3062.0,3074.0,6094.0,5422.0,1603.0,1164.0,1
313,10000,1,3,3,67,0,0,1,0,0,0,59820.0,52211.0,50504.0,32893.0,44219.0,21700.0,2532.0,6609.0,1615.0,3010.0,4290.0,2800.0,1
314,20000,2,2,3,46,-1,0,0,1,-1,2,36125.0,18165.0,34884.0,27076.0,28322.0,47923.0,6853.0,5667.0,6347.0,2879.0,6134.0,5421.0,0
315,20000,2,1,3,45,1,0,-1,0,0,0,21130.0,33596.0,39679.0,30680.0,5918.0,17552.0,7124.0,2134.0,7951.0,3405.0,4827.0,6988.0,1
316,120000,1,4,1,43,0,-1,0,0,-1,-1,25374.0,19972.0,30823.0,2588.0,43427.0,53110.0,1122.0,1130.0,6211.0,2050.0,1996.0,5896.0,0
317,180000,2,2,3,42,1,-1,2,-1,0,-1,49524.0,20692.0,26768.0,16087.0,48523.0,17041.0,7556.0,135.0,1359.0,3353.0,5318.0,3773.0,1
318,180000,2,1,2,54,0,0,-1,-1,-1,0,25598.0,40221.0,33266.0,236.0,30626.0,24819.0,4672.0,2209.0,1139.0,838.0,6075.0,2399.0,1
319,360000,1,2,2,49,0,-1,-1,-1,3,0,31184.0,17587.0,56153.0,18149.0,5490.0,53841.0,2454.0,2663.0,3497.0,2558.0,77.0,7279.0,0
320,180000,2,2,3,29,0,2,-1,3,0,0,11640.0,8956.0,15147.0,55889.0,42772.0,14601.0,3253.0,5247.0,4408.0,7528.0,4539.0,6996.0,1
321,50000,2,4,3,51,2,-1,-1,0,-1,0,59403.0,15546.0,28211.0,9138.0,55263.0,58086.0,3531.0,4580.0,6226.0,5655.0,4036.0,7174.0,1
322,10000,2,3,3,53,0,-1,0,-1,-1,-1,39047.0,55766.0,36098.0,41360.0,13498.0,2638.0,1364.0,3832.0,3381.0,1135.0,2933.0,2437.0,0
323,120000,1,1,2,26,0,1,0,0,-1,0,19812.0,15559.0,34208.0,346.0,9566.0,15947.0,6939.0,5783.0,1336.0,2290.0,353.0,3491.0,1
324,360000,1,1,2,39,0,-1,0,1,-1,0,35104.0,21830.0,1840.0,33710.0,44330.0,35464.0,98.0,6160.0,7931.0,2075.0,667.0,1950.0,0
325,360000,1,3,3,59,0,2,-1,0,-1,0,24068.0,37729.0,17240.0,55256.0,19909.0,35646.0,557.0,5707.0,7236.0,2253.0,6001.0,7636.0,1
326,20000,2,1,1,51,-1,0,-1,0,1,0,9291.0,6071.0,38760.0,20466.0,42907.0,54592.0,2186.0,7176.0,5232.0,5528.0,6620.0,6936.0,0
327,20000,2,2,1,27,0,-1,-1,1,0,-1,52484.0,16107.0,41645.0,11829.0,42190.0,57588.0,1148.0,2877.0,5563.0,7160.0,3354.0,1386.0,0
328,10000,1,1,2,22,0,0,1,0,-1,0,53139.0,10481.0,44066.0,34232.0,15996.0,40673.0,494.0,6586.0,7481.0,5681.0,7517.0,1976.0,1
329,10000,1,1,1,49,2,0,0,0,0,1,50093.0,55461.0,59482.0,16736.0,2535.0,39584.0,3067.0,3366.0,3798.0,3907.0,7421.0,4416.0,1
330,90000,2,4,1,43,0,1,-1,-1,-1,2,22108.0,55964.0,40381.0,53494.0,33358.0,19034.0,3014.0,1473.0,1162.0,1286.0,5327.0,3324.0,1
331,90000,2,1,3,68,0,1,1,-1,3,0,15384.0,45344.0,34780.0,50939.0,24466.0,48339.0,1004.0,1166.0,4847.0,1143.0,4647.0,3679.0,1
332,50000,2,1,3,46,3,0,-1,3,-1,-1,2984.0,14827.0,19927.0,39142.0,51318.0,38573.0,6481.0,731.0,3606.0,6513.0,7716.0,2943.0,1
333,50000,1,4,2,66,0,0,-1,0,0,0,43892.0,36984.0,22225.0,38342.0,21478.0,1444.0,7060.0,7644.0,6398.0,5421.0,4878.0,5391.0,0
334,180000,2,1,2,31,-1,-1,-1,0,1,0,19672.0,39736.0,49575.0,36148.0,14971.0,49924.0,5757.0,1355.0,6172.0,4082.0,7472.0,7184.0,0
335,90000,1,4,2,42,-1,0,3,0,-1,-1,53533.0,52162.0,28122.0,44117.0,51610.0,21579.0,4177.0,6682.0,3771.0,4617.0,7831.0,7337.0,1
336,180000,2,1,3,27,-1,2,0,-1,-1,1,52191.0,9369.0,42932.0,27612.0,44158.0,28549.0,7579.0,6268.0,2942.0,6787.0,1556.0,3641.0,1
337,360000,1,1,2,49,-1,0,0,1,-1,-1,7690.0,44175.0,7447.0,58184.0,37101.0,29165.0,2804.0,3513.0,3376.0,6510.0,5285.0,6623.0,0
338,50000,1,1,1,30,0,0,-1,-1,1,-1,55017.0,11646.0,7697.0,20741.0,57238.0,49184.0,3416.0,7310.0,5060.0,698.0,5849.0,5554.0,0
339,20000,1,3,2,45,1,0,-1,1,0,-1,8417.0,34121.0,12928.0,536.0,46979.0,16075.0,120.0,7266.0,5096.0,3160.0,6560.0,1575.0,0
340,360000,2,3,2,37,0,1,0,0,0,-1,29423.0,52754.0,11708.0,41912.0,51974.0,23514.0,5662.0,7403.0,4093.0,342.0,2794.0,6352.0,1
341,120000,2,2,3,30,-1,3,-1,-1,1,1,28435.0,3724.0,36419.0,39733.0,47940.0,2347.0,739.0,3975.0,4255.0,3078.0,6892.0,2803.0,1
342,50000,1,1,3,25,0,-1,2,-1,1,0,57380.0,8881.0,38226.0,58858.0,24091.0,20910.0,5322.0,2385.0,7935.0,5095.0,3900.0,5023.0,0
343,120000,2,1,3,46,-1,-1,1,1,0,-1,39438.0,48787.0,33474.0,23719.0,3741.0,5302.0,6259.0,350.0,2029.0,1667.0,3094.0,5765.0,0
344,90000,1,3,2,67,2,0,0,-1,0,0,52514.0,1125.0,17364.0,25485.0,36432.0,34979.0,1736.0,6722.0,1390.0,1200.0,1255.0,7549.0,1
345,360000,1,1,2,30,-1,0,0,-1,0,-1,35748.0,41107.0,34600.0,33720.0,45893.0,53591.0,4896.0,6983.0,6393.0,3927.0,2569.0,7586.0,0
346,20000,1,3,2,40,0,0,3,1,-1,-1,49513.0,30073.0,7165.0,23532.0,59506.0,27881.0,2428.0,4289.0,7482.0,4199.0,7798.0,6420.0,1
347,360000,2,3,1,32,-1,-1,0,-1,1,-1,51127.0,20796.0,28370.0,47091.0,40896.0,54726.0,3186.0,567.0,4869.0,5712.0,5729.0,4047.0,0
348,360000,1,4,3,60,0,0,0,-1,-1,0,51582.0,51763.0,9298.0,25686.0,34106.0,58626.0,4238.0,6582.0,3212.0,112.0,5809.0,3201.0,0
349,20000,2,2,3,41,0,0,2,-1,-1,-1,24697.0,50937.0,4604.0,47017.0,34542.0,3228.0,1995.0,2386.0,2788.0,1983.0,7165.0,3529.0,1
350,20000,1,1,3,68,1,0,-1,1,1,1,22912.0,19559.0,9937.0,25532.0,6901.0,30983.0,6373.0,4386.0,3743.0,6239.0,2135.0,7606.0,1
351,90000,1,2,1,33,-1,0,1,-1,-1,-1,59089.0,265.0,6668.0,13505.0,442.0,31696.0,3157.0,5275.0,419.0,5455.0,5292.0,1640.0,1
352,10000,1,4,1,24,2,0,-1,-1,-1,0,45388.0,7689.0,28667.0,59437.0,2725.0,23110.0,3694.0,1167.0,4228.0,7196.0,2971.0,4196.0,1
353,50000,2,3,3,49,0,0,0,-1,-1,1,55038.0,6441.0,32749.0,31589.0,54292.0,49828.0,6517.0,502.0,2156.0,6518.0,6783.0,5436.0,1
354,90000,1,3,2,52,1,1,1,-1,0,-1,34640.0,58933.0,36443.0,42406.0,47418.0,23696.0,1821.0,633.0,2122.0,6711.0,3379.0,180.0,1
355,360000,2,2,3,69,1,0,0,-1,1,-1,55741.0,35813.0,26382.0,35475.0,15610.0,3311.0,3618.0,7672.0,4482.0,4085.0,6839.0,5079.0,1
356,360000,2,1,2,63,3,0,0,-1,-1,2,43181.0,40604.0,10584.0,21551.0,25417.0,32876.0,7947.0,7657.0,7709.0,7666.0,5980.0,2080.0,1
357,20000,1,4,2,64,-1,0,0,-1,-1,0,44553.0,13854.0,1253.0,58328.0,29016.0,12114.0,3197.0,3414.0,1646.0,3327.0,6175.0,2245.0,1
358,360000,2,4,2,52,-1,-1,-1,0,0,0,10667.0,51041.0,42749.0,22290.0,14808.0,21294.0,924.0,3406.0,7291.0,7224.0,7405.0,4973.0,0
359,10000,2,4,3,38,-1,-1,-1,1,2,-1,34013.0,43360.0,58964.0,59585.0,25360.0,30113.0,2275.0,3254.0,4155.0,3134.0,6325.0,71.0,0
360,180000,1,4,2,42,-1,0,-1,-1,-1,-1,43883.0,45128.0,16860.0,25847.0,20860.0,43374.0,7647.0,2804.0,7783.0,3552.0,2571.0,1254.0,0
361,180000,1,2,3,27,0,1,0,-1,2,0,45659.0,28094.0,12282.0,1358.0,41687.0,16689.0,6073.0,4350.0,3057.0,5485.0,4172.0,3639.0,1
362,360000,1,2,1,42,3,0,0,2,1,1,57455.0,41894.0,18693.0,2202.0,45442.0,22839.0,6472.0,2850.0,7975.0,3186.0,3780.0,4672.0,1
363,20000,2,1,2,38,3,-1,-1,1,-1,-1,19616.0,32643.0,12863.0,58419.0,5905.0,4074.0,2028.0,4929.0,5279.0,1176.0,516.0,872.0,1
364,360000,1,4,3,22,0,0,1,0,1,1,18159.0,23073.0,13409.0,31668.0,27914.0,23048.0,6711.0,3031.0,5358.0,7169.0,4745.0,2892.0,1
365,10000,2,3,3,31,0,-1,-1,-1,0,0,58168.0,35669.0,29672.0,23258.0,59474.0,34813.0,3146.0,5039.0,4505.0,3623.0,3499.0,2460.0,0
366,90000,2,2,3,47,1,0,0,0,0,-1,59169.0,19460.0,47112.0,48682.0,52109.0,37018.0,6359.0,7559.0,3613.0,7415.0,3146.0,4275.0,1
367,90000,2,4,1,39,2,1,0,-1,0,-1,10792.0,57170.0,42737.0,37028.0,47625.0,17594.0,7047.0,1646.0,4200.0,3192.0,876.0,2404.0,1
368,50000,1,3,3,69,-1,0,-1,-1,1,-1,22702.0,43017.0,57588.0,39634.0,44095.0,3650.0,1665.0,501.0,6805.0,7782.0,4033.0,14.0,0
369,10000,2,4,3,44,0,0,0,-1,1,0,56885.0,44339.0,21441.0,41126.0,259.0,34638.0,7507.0,4213.0,6338.0,4823.0,4632.0,4240.0,0
370,180000,1,4,3,67,1,-1,0,0,1,0,11983.0,43002.0,29549.0,11905.0,58440.0,39321.0,5060.0,952.0,190.0,6146.0,845.0,6787.0,0
371,50000,1,1,1,53,-1,0,-1,-1,3,0,46989.0,26900.0,22818.0,5296.0,44111.0,5110.0,5847.0,1851.0,5556.0,6044.0,5079.0,4677.0,1
372,120000,1,2,3,22,0,1,3,0,0,-1,6737.0,57035.0,2521.0,43682.0,53310.0,30298.0,6053.0,6317.0,6675.0,1615.0,1341.0,2895.0,1
373,50000,1,3,3,30,3,0,1,-1,1,0,10698.0,12471.0,23309.0,1308.0,54533.0,5705.0,1347.0,3343.0,5953.0,6523.0,1160.0,3858.0,1
374,50000,1,4,3,55,3,0,0,-1,1,0,47097.0,34119.0,15634.0,43167.0,15272.0,27181.0,5965.0,4395.0,3978.0,7559.0,3208.0,1121.0,1
375,360000,1,1,1,47,2,-1,1,1,-1,0,36448.0,4164.0,28723.0,7796.0,829.0,38450.0,1703.0,6209.0,2684.0,5289.0,3112.0,1893.0,1
376,10000,1,2,3,35,1,-1,2,1,-1,0,33289.0,17677.0,9483.0,15752.0,39543.0,43155.0,2172.0,1028.0,5385.0,7577.0,7319.0,3503.0,1
377,180000,1,3,1,46,-1,-1,-1,-1,0,-1,51395.0,34472.0,44499.0,42465.0,27538.0,42827.0,932.0,3829.0,5309.0,6768.0,541.0,4738.0,0
378,180000,2,4,2,65,-1,-1,0,0,1,0,18427.0,29371.0,50565.0,37372.0,1232.0,45495.0,1448.0,275.0,2992.0,5329.0,2794.0,3889.0,0
379,50000,1,1,2,40,0,-1,0,-1,-1,-1,30197.0,56469.0,57648.0,46892.0,16248.0,14474.0,7831.0,3993.0,3250.0,3817.0,5876.0,7703.0,0
380,20000,2,3,2,23,0,2,-1,-1,0,-1,36507.0,36822.0,5091.0,36656.0,59466.0,50775.0,2624.0,1793.0,2948.0,6858.0,1998.0,5099.0,1
381,10000,2,2,3,36,0,0,-1,0,-1,-1,44392.0,24688.0,7057.0,2870.0,21802.0,20980.0,3096.0,7289.0,359.0,1483.0,7852.0,183.0,0
382,360000,2,1,1,66,0,-1,-1,-1,-1,0,19926.0,25603.0,57988.0,50387.0,15660.0,22488.0,3838.0,2086.0,253.0,4489.0,5942.0,4196.0,0
383,360000,2,3,2,58,0,-1,0,0,0,0,38018.0,36695.0,50893.0,12944.0,39273.0,47255.0,5703.0,1601.0,664.0,6525.0,7568.0,4662.0,0
384,20000,2,2,2,62,0,-1,1,0,-1,-1,26901.0,47467.0,35310.0,8164.0,39887.0,19622.0,4590.0,113.0,3390.0,7553.0,7593.0,348.0,0
385,10000,2,3,2,65,-1,1,1,-1,1,1,32517.0,16591.0,19292.0,52712.0,19926.0,4492.0,4289.0,1066.0,4083.0,2136.0,873.0,3080.0,1
386,10000,2,2,1,26,-1,-1,-1,-1,-1,1,51759.0,35076.0,31064.0,11690.0,50949.0,42860.0,6695.0,1728.0,3266.0,751.0,3672.0,6972.0,0
387,10000,2,4,1,34,-1,1,-1,-1,2,-1,23619.0,34483.0,32139.0,32164.0,34818.0,39726.0,3967.0,1824.0,7641.0,2666.0,5956.0,2855.0,0
388,180000,1,1,1,23,-1,1,0,2,-1,0,40089.0,566.0,50841.0,29158.0,9627.0,34908.0,6152.0,5906.0,1798.0,6911.0,68.0,3652.0,1
389,360000,1,4,2,21,1,-1,0,0,3,-1,56519.0,54766.0,31763.0,46170.0,19498.0,8596.0,7287.0,7100.0,3143.0,4190.0,3616.0,1769.0,0
390,20000,2,1,2,61,0,0,2,-1,0,3,45744.0,34190.0,1652.0,2648.0,50872.0,37908.0,5409.0,6843.0,1978.0,444.0,5505.0,615.0,1
391,180000,1,3,2,66,-1,2,1,-1,-1,-1,59323.0,14524.0,41975.0,6401.0,5359.0,11904.0,282.0,7650.0,2397.0,954.0,6343.0,2545.0,1
392,20000,2,2,2,28,1,0,2,0,-1,-1,35009.0,38016.0,46629.0,24935.0,734.0,33331.0,2107.0,7185.0,4673.0,2712.0,3320.0,6182.0,1
393,50000,1,2,1,56,0,-1,1,-1,-1,0,16917.0,40668.0,17884.0,28395.0,39390.0,30475.0,4941.0,3643.0,2479.0,2741.0,6904.0,7865.0,1
394,120000,1,1,1,47,-1,2,3,0,0,-1,59483.0,54915.0,6996.0,47293.0,26518.0,46361.0,3831.0,3119.0,2542.0,1082.0,5389.0,5281.0,1
395,180000,2,3,2,24,-1,1,0,1,1,0,38674.0,2044.0,8532.0,36343.0,15169.0,58594.0,2278.0,5194.0,5366.0,3953.0,363.0,6647.0,1
396,360000,2,1,3,65,-1,0,-1,0,0,0,14484.0,24823.0,50446.0,8922.0,28322.0,11402.0,2683.0,2555.0,6642.0,3833.0,2221.0,5195.0,0
397,10000,2,3,1,63,0,0,-1,-1,0,-1,19031.0,10809.0,26852.0,58732.0,11015.0,6882.0,626.0,4829.0,1700.0,1594.0,7503.0,5269.0,0
398,20000,1,3,3,48,-1,-1,-1,-1,0,0,15737.0,34468.0,31750.0,27596.0,22445.0,33342.0,1879.0,7998.0,891.0,1857.0,19.0,3415.0,0
399,20000,2,4,2,55,-1,1,-1,-1,0,1,50016.0,30096.0,57637.0,57875.0,14034.0,57119.0,6262.0,1584.0,1915.0,5315.0,864.0,489.0,0
400,50000,2,3,1,40,-1,0,-1,0,0,1,5553.0,28499.0,3667.0,59386.0,35183.0,9486.0,81.0,6154.0,4621.0,7616.0,2755.0,3283.0,0
401,360000,2,2,2,59,0,-1,2,1,0,0,44394.0,58921.0,12356.0,3100.0,40417.0,29243.0,6694.0,7483.0,7677.0,7971.0,7950.0,6918.0,1
402,180000,2,3,1,42,-1,0,-1,-1,0,-1,33241.0,31899.0,49994.0,30355.0,54890.0,24435.0,2715.0,4298.0,1280.0,4474.0,5638.0,4290.0,0
403,50000,2,4,1,69,1,2,2,0,3,-1,4408.0,24660.0,32408.0,25322.0,4064.0,19082.0,6463.0,2848.0,342.0,307.0,1181.0,6095.0,1
404,360000,2,2,2,24,-1,1,1,0,-1,1,36801.0,4038.0,1638.0,29899.0,19619.0,39839.0,2048.0,2038.0,4225.0,7181.0,3144.0,404.0,1
405,90000,1,1,2,29,0,-1,0,-1,-1,0,45189.0,17376.0,42173.0,18596.0,15866.0,17729.0,6630.0,1343.0,7927.0,7604.0,7516.0,1609.0,0
406,90000,2,4,3,68,0,-1,0,-1,-1,0,43557.0,53837.0,8302.0,33527.0,34755.0,29584.0,4575.0,2570.0,4420.0,2224.0,1753.0,2391.0,0
407,90000,2,1,1,35,0,2,-1,-1,0,1,31710.0,27100.0,46928.0,29531.0,31987.0,50724.0,6811.0,5972.0,7395.0,3202.0,4603.0,2874.0,1
408,20000,2,3,3,36,-1,2,0,0,-1,-1,20126.0,54624.0,47869.0,11160.0,52647.0,22775.0,498.0,4122.0,5138.0,207.0,3712.0,7903.0,0
409,360000,2,1,1,59,1,0,-1,0,2,0,9830.0,31957.0,49464.0,17310.0,55141.0,1266.0,6379.0,1771.0,252.0,6409.0,6083.0,3695.0,0
410,10000,2,1,1,30,1,0,2,0,0,-1,735.0,32883.0,27892.0,8829.0,46379.0,53098.0,2164.0,4336.0,3419.0,6205.0,6018.0,5297.0,1
411,20000,1,4,3,46,-1,0,-1,1,0,-1,21573.0,25792.0,16069.0,50616.0,11934.0,16470.0,2870.0,6472.0,6160.0,165.0,6666.0,5155.0,0
412,20000,2,1,3,35,-1,0,-1,1,1,0,37933.0,33393.0,52883.0,40641.0,2443.0,46369.0,358.0,109.0,4075.0,5619.0,955.0,3351.0,0
413,20000,1,3,2,30,2,-1,0,3,-1,-1,2259.0,4001.0,33526.0,23251.0,53949.0,45766.0,7632.0,164.0,1558.0,3295.0,3630.0,7730.0,1
414,10000,1,3,1,68,0,-1,0,1,1,2,59921.0,3453.0,38125.0,23746.0,56567.0,31577.0,5131.0,7675.0,1447.0,4363.0,5534.0,1778.0,0
415,10000,2,1,1,30,-1,-1,0,1,-1,-1,35157.0,28546.0,8191.0,4745.0,15023.0,5269.0,7847.0,5986.0,5308.0,1746.0,3351.0,276.0,0
416,120000,2,1,2,25,-1,1,0,1,0,1,17672.0,35877.0,37411.0,17394.0,2798.0,57003.0,4545.0,4604.0,3704.0,6522.0,5338.0,5961.0,0
417,360000,1,4,2,54,0,-1,-1,0,2,0,57726.0,33052.0,34805.0,55465.0,40835.0,40852.0,1265.0,7248.0,4593.0,3235.0,5086.0,5230.0,0
418,10000,1,3,3,63,0,-1,0,1,1,0,11036.0,25749.0,17534.0,1883.0,35325.0,25461.0,2699.0,4713.0,2984.0,6720.0,2965.0,2082.0,0
419,50000,1,1,1,27,0,0,-1,2,1,2,57455.0,17641.0,46011.0,8767.0,53330.0,51233.0,3519.0,4165.0,2712.0,1186.0,801.0,6943.0,0
420,90000,1,4,1,55,2,-1,-1,0,-1,0,16906.0,42542.0,8020.0,50763.0,34521.0,47284.0,1178.0,1691.0,5329.0,4703.0,7762.0,1298.0,1
421,360000,1,2,3,47,0,-1,-1,0,1,-1,22783.0,36282.0,43162.0,31219.0,45620.0,45618.0,7452.0,6485.0,62.0,2481.0,6607.0,2007.0,0
422,120000,1,1,1,61,-1,0,-1,0,0,-1,25524.0,2827.0,57670.0,1939.0,47183.0,10076.0,7663.0,6119.0,3478.0,7727.0,7157.0,1236.0,0
423,180000,2,4,1,27,0,-1,-1,1,0,-1,59690.0,27142.0,34035.0,29386.0,587.0,37970.0,4507.0,2364.0,2965.0,4455.0,2398.0,1489.0,0
424,120000,2,1,2,68,-1,0,0,0,-1,1,15054.0,42653.0,6287.0,44998.0,8906.0,17147.0,4675.0,5898.0,6234.0,5757.0,2529.0,5834.0,0
425,50000,2,3,2,51,-1,2,-1,1,-1,0,58372.0,47050.0,33198.0,20704.0,46800.0,4709.0,5627.0,5816.0,5827.0,689.0,2587.0,5627.0,1
426,20000,1,4,2,62,-1,-1,-1,1,0,-1,20817.0,17213.0,31740.0,22919.0,10762.0,20285.0,5432.0,761.0,3407.0,5415.0,248.0,5142.0,0
427,360000,1,3,3,38,-1,2,0,3,-1,-1,17111.0,55498.0,33131.0,37879.0,12367.0,6241.0,501.0,1283.0,2101.0,808.0,1357.0,6886.0,1
428,180000,1,3,3,67,0,2,-1,-1,0,0,38292.0,39102.0,16354.0,35921.0,45126.0,6349.0,4250.0,4759.0,1886.0,2891.0,2466.0,558.0,1
429,10000,2,2,1,51,-1,1,0,0,1,0,41624.0,26260.0,37565.0,54174.0,12270.0,43622.0,6216.0,4988.0,1690.0,1779.0,7898.0,4963.0,1
430,180000,1,1,3,27,0,0,2,1,2,-1,20701.0,37627.0,15848.0,14860.0,8970.0,30108.0,6452.0,5265.0,2189.0,18.0,1637.0,920.0,1
431,10000,1,3,2,66,0,0,0,2,-1,1,8044.0,52291.0,33471.0,16564.0,809.0,23872.0,4768.0,2985.0,6084.0,4690.0,4062.0,7645.0,0
432,180000,1,4,1,59,0,0,2,2,2,0,23763.0,13610.0,35675.0,9323.0,28166.0,11535.0,7171.0,6684.0,362.0,1927.0,4378.0,5070.0,1
433,180000,2,1,3,35,1,0,-1,0,-1,1,32425.0,9022.0,38752.0,39895.0,38208.0,46257.0,4689.0,3565.0,209.0,4100.0,2878.0,6079.0,1
434,10000,1,4,1,47,1,-1,-1,0,0,-1,2401.0,26427.0,47876.0,32003.0,43898.0,38051.0,3061.0,1648.0,4319.0,6111.0,7349.0,4568.0,0
435,90000,1,2,2,40,0,2,0,-1,1,0,4719.0,5035.0,52952.0,20817.0,54334.0,35135.0,3541.0,920.0,1787.0,1425.0,745.0,3069.0,1
436,10000,2,3,3,47,-1,0,1,3,-1,-1,55076.0,50137.0,46630.0,41737.0,39074.0,11405.0,5520.0,7021.0,6647.0,5678.0,6962.0,5487.0,0
437,90000,2,1,1,68,0,1,1,-1,-1,-1,2151.0,58226.0,47752.0,22601.0,45386.0,7412.0,7091.0,5657.0,6017.0,2376.0,5949.0,6686.0,1
438,360000,1,3,1,65,0,-1,-1,0,-1,0,24413.0,36335.0,52128.0,11729.0,12636.0,7410.0,1839.0,3691.0,6152.0,2648.0,2446.0,1424.0,0
439,10000,1,1,2,31,-1,-1,1,1,0,0,45833.0,58790.0,14548.0,32390.0,20426.0,1502.0,2347.0,1674.0,3656.0,4615.0,6141.0,6974.0,0
440,50000,2,2,3,68,-1,0,-1,0,1,-1,19688.0,4124.0,17574.0,26181.0,18237.0,58145.0,5214.0,772.0,3502.0,5004.0,3428.0,5812.0,0
441,360000,2,3,1,42,-1,0,-1,-1,-1,1,29686.0,37952.0,31983.0,24323.0,3902.0,22064.0,6108.0,1222.0,3404.0,5243.0,7765.0,686.0,0
442,50000,2,1,2,55,0,0,-1,-1,-1,-1,5189.0,26574.0,27945.0,26679.0,58138.0,39494.0,3193.0,844.0,1568.0,1562.0,292.0,7488.0,1
443,10000,1,2,2,58,0,-1,3,1,0,0,47666.0,16641.0,42127.0,54852.0,14475.0,58934.0,5145.0,4235.0,4538.0,4636.0,237.0,1441.0,1
444,90000,1,3,1,44,-1,-1,-1,0,-1,3,38050.0,18706.0,560.0,12958.0,26920.0,56187.0,54.0,1582.0,6907.0,2109.0,4353.0,4808.0,0
445,90000,2,1,3,43,1,0,1,-1,0,0,51099.0,32710.0,8338.0,16548.0,21416.0,19234.0,2333.0,1022.0,2053.0,2215.0,7451.0,1036.0,1
446,120000,1,2,3,43,2,-1,0,0,2,1,51829.0,38498.0,44811.0,33902.0,2667.0,29393.0,7644.0,2262.0,454.0,7579.0,506.0,1569.0,1
447,50000,1,2,2,63,-1,3,0,-1,1,0,21048.0,9840.0,49317.0,2802.0,54200.0,27782.0,4611.0,5595.0,4517.0,807.0,6223.0,5143.0,0
448,360000,2,3,1,39,2,-1,0,1,1,1,2469.0,36873.0,18140.0,8756.0,13175.0,2004.0,6947.0,3971.0,3193.0,3305.0,7508.0,5436.0,1
449,90000,2,4,1,34,-1,-1,1,-1,0,0,20780.0,55592.0,18656.0,33980.0,6025.0,46097.0,1741.0,1229.0,6379.0,3514.0,3890.0,5495.0,1
450,50000,1,4,2,38,2,-1,-1,-1,1,0,8716.0,623.0,33689.0,30584.0,20546.0,34462.0,2326.0,5990.0,6852.0,1959.0,6935.0,2744.0,1
451,360000,2,1,2,30,2,0,-1,-1,-1,-1,31997.0,52701.0,28627.0,39169.0,8626.0,22287.0,7799.0,3916.0,7605.0,6282.0,6055.0,6561.0,1
452,360000,1,1,2,40,-1,0,0,0,-1,0,8783.0,36461.0,10158.0,6805.0,59969.0,33499.0,7982.0,1493.0,3145.0,3896.0,1713.0,394.0,1
453,90000,2,1,1,26,1,0,-1,0,0,-1,55314.0,20533.0,30027.0,51232.0,11339.0,44127.0,7014.0,5529.0,7213.0,5755.0,6833.0,6834.0,0
454,10000,2,3,2,25,3,2,-1,1,-1,3,36136.0,44090.0,49163.0,29132.0,18161.0,898.0,2537.0,7941.0,943.0,3096.0,5594.0,2418.0,1
455,120000,1,1,1,56,2,-1,-1,0,1,-1,15182.0,37067.0,43772.0,9301.0,16271.0,38762.0,6411.0,4321.0,2981.0,7174.0,100.0,4965.0,0
456,90000,2,1,3,24,3,0,-1,-1,0,-1,55273.0,46123.0,49036.0,18695.0,1583.0,51674.0,3670.0,1292.0,2127.0,5836.0,4544.0,7244.0,1
457,20000,1,4,3,48,0,-1,-1,-1,2,1,46181.0,4877.0,38629.0,13647.0,773.0,43584.0,6751.0,2476.0,7384.0,2665.0,5235.0,2043.0,0
458,120000,2,4,2,59,-1,-1,-1,-1,-1,-1,26266.0,3538.0,52647.0,27134.0,30775.0,37198.0,6810.0,4795.0,4800.0,7696.0,6410.0,3289.0,0
459,180000,1,4,1,56,1,0,2,2,0,-1,8790.0,38520.0,14989.0,28162.0,13963.0,5432.0,3478.0,7995.0,2926.0,6920.0,6170.0,6626.0,1
460,10000,1,2,3,42,0,-1,-1,-1,0,0,20628.0,18219.0,2756.0,26024.0,5016.0,44681.0,2436.0,7431.0,1216.0,4733.0,3805.0,6917.0,0
461,180000,2,3,1,30,0,0,3,3,-1,-1,35040.0,14296.0,6842.0,27660.0,17482.0,45040.0,7798.0,7465.0,6263.0,131.0,2391.0,1881.0,1
462,10000,2,3,3,66,0,0,3,-1,0,-1,45950.0,25276.0,59547.0,54475.0,16444.0,29635.0,3604.0,6660.0,5239.0,4729.0,1534.0,4069.0,1
463,180000,1,1,1,61,0,0,-1,-1,0,0,15715.0,43512.0,38431.0,57548.0,25444.0,34959.0,3453.0,4598.0,6823.0,5526.0,712.0,2666.0,0
464,50000,2,3,2,50,-1,0,0,-1,3,-1,44554.0,10786.0,14866.0,29396.0,59542.0,37104.0,5324.0,5183.0,3505.0,2918.0,5118.0,4135.0,1
